Nickname: giacomo, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: marta, Score: 40, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: m, Score: 20, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: marta, Score: 50, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
